CodeInsee;Gagnant
32221;MACRON
31309;LE PEN
17216;LE PEN
7145;MÉLENCHON
24248;LE PEN
23114;FILLON
63200;MACRON
37138;MACRON
88276;LE PEN
79160;MÉLENCHON
65293;LE PEN
58148;MACRON
65294;MÉLENCHON
57426;LE PEN
68193;LE PEN
68194;FILLON
68195;LE PEN
57427;LE PEN
67276;LE PEN
88277;LE PEN
21361;LE PEN
31310;LE PEN
71269;LE PEN
16196;LE PEN
51334;LE PEN
64362;MACRON
70311;LE PEN
40167;MÉLENCHON
25354;LE PEN
10210;LE PEN
37139;MACRON
77265;LE PEN
95352;MACRON
79161;MACRON
70312;LE PEN
37140;LE PEN
46182;MACRON
9176;LE PEN
36106;LE PEN
63201;LE PEN
37141;LE PEN
38215;LE PEN
2445;LE PEN
65295;MÉLENCHON
58149;MACRON
55310;LE PEN
52297;MACRON
7146;MACRON
74157;MACRON
36107;LE PEN
2446;LE PEN
59366;LE PEN
70313;LE PEN
69123;MACRON
27377;FILLON
58150;LE PEN
64363;MÉLENCHON
49373;FILLON
59367;LE PEN
36108;LE PEN
2447;FILLON
52298;FILLON
42127;MACRON
33262;LE PEN
64364;MACRON
61240;LE PEN
10211;LE PEN
8264;LE PEN
77266;LE PEN
85130;LE PEN
44087;FILLON
2448;LE PEN
60373;LE PEN
57428;LE PEN
42128;MÉLENCHON
80496;FILLON
74158;FILLON
10212;LE PEN
80497;FILLON
67277;LE PEN
67278;LE PEN
42129;LE PEN
2449;FILLON
71270;MACRON
88278;LE PEN
21362;MÉLENCHON
39306;MÉLENCHON
17217;LE PEN
2450;LE PEN
47155;LE PEN
88279;LE PEN
88280;LE PEN
15111;LE PEN
9177;MÉLENCHON
33263;MACRON
65296;FILLON
88281;FILLON
19122;MÉLENCHON
53142;FILLON
63202;MACRON
22137;MACRON
22138;MÉLENCHON
67279;LE PEN
35257;MACRON
95353;LE PEN
51336;FILLON
34147;LE PEN
51663;LE PEN
40168;MACRON
74159;LE PEN
87088;LE PEN
87089;MACRON
16198;LE PEN
16199;MACRON
32222;MACRON
10213;FILLON
78354;LE PEN
32223;MÉLENCHON
23115;MÉLENCHON
79162;MACRON
86141;MÉLENCHON
3157;LE PEN
51337;LE PEN
52300;LE PEN
42130;LE PEN
50285;LE PEN
10214;LE PEN
62536;LE PEN
62537;LE PEN
21363;LE PEN
54331;LE PEN
1227;LE PEN
70314;LE PEN
70315;LE PEN
28225;LE PEN
68196;LE PEN
89235;FILLON
25355;LE PEN
58152;LE PEN
70318;LE PEN
14385;FILLON
95355;LE PEN
10215;LE PEN
70319;LE PEN
2451;LE PEN
21364;MACRON
21365;LE PEN
61243;FILLON
77268;MACRON
21366;LE PEN
78356;MACRON
70320;LE PEN
21368;MÉLENCHON
58153;MACRON
21367;LE PEN
21369;LE PEN
21370;LE PEN
70321;LE PEN
22139;MÉLENCHON
11211;LE PEN
81151;MÉLENCHON
68197;FILLON
68198;LE PEN
29143;MACRON
61244;FILLON
25356;FILLON
54332;LE PEN
32224;LE PEN
72177;FILLON
60374;LE PEN
11212;LE PEN
87090;MÉLENCHON
81152;LE PEN
31312;MACRON
13052;LE PEN
40169;MÉLENCHON
1228;LE PEN
37142;LE PEN
85132;FILLON
86142;LE PEN
28226;LE PEN
40170;MÉLENCHON
70322;LE PEN
70323;LE PEN
36110;LE PEN
70324;MACRON
85133;FILLON
89236;LE PEN
71271;MACRON
51338;FILLON
89237;LE PEN
10216;LE PEN
89238;LE PEN
80498;LE PEN
80499;LE PEN
54333;LE PEN
60375;LE PEN
77269;LE PEN
16200;LE PEN
59369;LE PEN
27379;LE PEN
23116;MACRON
62538;LE PEN
28227;MACRON
57430;LE PEN
28229;MACRON
16202;LE PEN
16203;FILLON
86143;LE PEN
79163;MÉLENCHON
59370;LE PEN
54334;MÉLENCHON
51339;LE PEN
44088;MACRON
21372;LE PEN
80500;LE PEN
62539;LE PEN
62540;LE PEN
39307;LE PEN
62541;FILLON
8268;LE PEN
52301;LE PEN
72178;FILLON
60376;LE PEN
53143;FILLON
77270;LE PEN
77271;LE PEN
14389;MACRON
14390;LE PEN
60377;LE PEN
10217;LE PEN
23117;FILLON
18135;FILLON
79164;LE PEN
87091;LE PEN
86144;MACRON
23118;MÉLENCHON
80501;LE PEN
80502;FILLON
77272;LE PEN
11213;MÉLENCHON
14391;MACRON
28230;LE PEN
94046;MACRON
25357;LE PEN
51340;LE PEN
67280;LE PEN
78358;FILLON
10218;LE PEN
10219;FILLON
79165;FILLON
91359;LE PEN
2452;LE PEN
54335;LE PEN
55311;MACRON
57431;MACRON
14393;LE PEN
55312;LE PEN
80503;LE PEN
14394;LE PEN
52302;LE PEN
54336;LE PEN
62542;LE PEN
70325;FILLON
10220;LE PEN
10221;LE PEN
57433;LE PEN
57434;LE PEN
52303;LE PEN
42131;LE PEN
2453;LE PEN
4107;MÉLENCHON
32225;MACRON
1229;LE PEN
21373;MÉLENCHON
88283;LE PEN
52304;LE PEN
92046;MÉLENCHON
55313;LE PEN
8269;LE PEN
39308;LE PEN
25359;LE PEN
70327;FILLON
56123;MACRON
7147;MÉLENCHON
26169;LE PEN
84069;LE PEN
57436;LE PEN
76402;LE PEN
82101;LE PEN
64365;MACRON
6078;LE PEN
63203;MACRON
54337;LE PEN
71272;MÉLENCHON
89239;LE PEN
89240;LE PEN
15112;FILLON
7148;MÉLENCHON
70328;LE PEN
25360;FILLON
25361;MACRON
9178;MACRON
19123;MACRON
84070;LE PEN
56124;MACRON
12136;MACRON
56125;MACRON
14037;MACRON
36111;LE PEN
3159;LE PEN
72179;FILLON
21374;LE PEN
89242;LE PEN
4108;LE PEN
59372;LE PEN
63204;MACRON
26170;MACRON
4109;LE PEN
54338;LE PEN
4110;LE PEN
13053;LE PEN
9179;MACRON
23119;LE PEN
23120;LE PEN
38216;MÉLENCHON
42132;LE PEN
76403;LE PEN
27380;LE PEN
85134;FILLON
57437;LE PEN
68199;LE PEN
51341;FILLON
30153;MÉLENCHON
27381;LE PEN
80504;LE PEN
25362;LE PEN
11214;LE PEN
43126;MACRON
57438;FILLON
71273;LE PEN
14396;MACRON
23121;LE PEN
43127;LE PEN
11215;LE PEN
31313;MÉLENCHON
43128;MÉLENCHON
11216;LE PEN
44089;MÉLENCHON
70329;LE PEN
54339;MACRON
2455;LE PEN
72180;FILLON
62543;LE PEN
80505;LE PEN
54340;LE PEN
25364;LE PEN
26171;MÉLENCHON
32226;LE PEN
24249;FILLON
25365;LE PEN
25366;FILLON
71274;MÉLENCHON
32227;MACRON
31314;MÉLENCHON
51342;FILLON
30154;MÉLENCHON
15113;FILLON
6079;FILLON
57439;FILLON
25367;LE PEN
27382;MÉLENCHON
14397;LE PEN
88284;LE PEN
27383;LE PEN
54343;LE PEN
55315;LE PEN
52305;LE PEN
94047;MACRON
88285;LE PEN
70330;MACRON
30155;LE PEN
4111;FILLON
31315;LE PEN
76404;MACRON
76405;LE PEN
32228;LE PEN
14398;FILLON
55316;LE PEN
63205;MÉLENCHON
54344;LE PEN
12137;MACRON
55317;LE PEN
57440;LE PEN
2456;LE PEN
74160;FILLON
62544;FILLON
62545;FILLON
62546;FILLON
76406;LE PEN
21375;LE PEN
76407;MACRON
76408;LE PEN
14399;FILLON
27384;FILLON
27385;LE PEN
76409;LE PEN
40171;MÉLENCHON
52306;LE PEN
57441;MACRON
54345;LE PEN
54346;LE PEN
54348;LE PEN
54349;LE PEN
4112;MÉLENCHON
16205;LE PEN
28232;LE PEN
8271;LE PEN
19124;MACRON
65297;LE PEN
23122;MACRON
32229;FILLON
32230;MACRON
9180;MÉLENCHON
72182;LE PEN
16206;MACRON
82102;LE PEN
68200;LE PEN
40172;FILLON
22141;MÉLENCHON
1230;LE PEN
78361;MÉLENCHON
78362;MÉLENCHON
66102;MÉLENCHON
5075;LE PEN
37143;LE PEN
26172;LE PEN
61248;FILLON
70331;LE PEN
39310;LE PEN
14401;LE PEN
57442;LE PEN
24251;MÉLENCHON
63206;MACRON
1231;LE PEN
52307;LE PEN
54350;LE PEN
88286;FILLON
27388;LE PEN
32231;LE PEN
21376;LE PEN
57443;LE PEN
57444;LE PEN
17218;LE PEN
33264;LE PEN
62547;LE PEN
52308;LE PEN
8272;LE PEN
70332;LE PEN
63207;LE PEN
34148;LE PEN
32232;MACRON
41122;LE PEN
10222;LE PEN
54351;LE PEN
59374;LE PEN
27389;LE PEN
52310;FILLON
27157;LE PEN
28233;LE PEN
1232;LE PEN
8273;FILLON
18136;LE PEN
37144;LE PEN
86145;MACRON
49188;MÉLENCHON
80507;LE PEN
74161;MACRON
74162;FILLON
21377;MÉLENCHON
47156;LE PEN
33266;LE PEN
3160;LE PEN
15114;FILLON
21378;FILLON
42133;LE PEN
37145;LE PEN
50288;MACRON
2457;LE PEN
1233;FILLON
69124;LE PEN
15116;FILLON
48091;FILLON
25368;LE PEN
80508;LE PEN
80509;LE PEN
61251;FILLON
77273;LE PEN
41123;LE PEN
33555;LE PEN
26173;LE PEN
21379;FILLON
50289;LE PEN
28234;LE PEN
55320;LE PEN
28235;LE PEN
59375;LE PEN
32233;MACRON
38217;LE PEN
73152;MÉLENCHON
71275;FILLON
21380;LE PEN
46183;MÉLENCHON
33267;LE PEN
19125;MACRON
19126;MÉLENCHON
16207;MACRON
24252;MACRON
12138;MACRON
63208;MACRON
3161;FILLON
53144;FILLON
35164;LE PEN
35165;FILLON
38218;LE PEN
50290;LE PEN
77274;LE PEN
69125;FILLON
52311;LE PEN
41124;MACRON
41125;FILLON
45193;FILLON
21381;FILLON
27390;LE PEN
71276;MACRON
42134;LE PEN
10223;LE PEN
71277;LE PEN
21382;FILLON
27391;LE PEN
37146;LE PEN
51343;FILLON
21383;LE PEN
37147;LE PEN
62548;LE PEN
67281;LE PEN
19127;MACRON
42135;FILLON
59377;LE PEN
15117;FILLON
38219;LE PEN
7149;MÉLENCHON
72183;FILLON
62549;LE PEN
62550;LE PEN
11217;LE PEN
91363;MACRON
4113;LE PEN
42136;LE PEN
8274;FILLON
78364;FILLON
59378;FILLON
59379;LE PEN
2459;FILLON
58156;LE PEN
69126;FILLON
69127;MACRON
2460;LE PEN
51344;LE PEN
45194;MACRON
61252;MACRON
52312;LE PEN
45195;LE PEN
45196;MACRON
72184;FILLON
95365;LE PEN
78366;FILLON
52313;FILLON
78367;FILLON
72185;FILLON
78368;FILLON
62551;LE PEN
17219;LE PEN
69281;MACRON
72186;LE PEN
59381;LE PEN
62552;LE PEN
62553;LE PEN
32234;MACRON
2461;LE PEN
80511;LE PEN
60378;LE PEN
62554;FILLON
59382;LE PEN
63209;MACRON
16208;LE PEN
24253;MÉLENCHON
80512;LE PEN
51345;LE PEN
2462;LE PEN
60379;LE PEN
51346;LE PEN
77276;LE PEN
18137;LE PEN
41126;LE PEN
85135;MACRON
60380;LE PEN
88287;LE PEN
21384;FILLON
21385;LE PEN
51348;FILLON
2463;LE PEN
33268;LE PEN
74163;MACRON
95369;MACRON
19128;MACRON
42137;LE PEN
51349;LE PEN
26174;LE PEN
2464;LE PEN
8275;LE PEN
51350;LE PEN
60381;LE PEN
60382;MACRON
60383;LE PEN
28236;FILLON
34149;LE PEN
32235;MACRON
50291;FILLON
30156;LE PEN
33269;LE PEN
32236;MACRON
8276;LE PEN
7150;MACRON
80513;LE PEN
6080;FILLON
57445;LE PEN
80514;LE PEN
17220;MÉLENCHON
31316;MÉLENCHON
82103;MACRON
26175;MÉLENCHON
31317;MÉLENCHON
31318;MÉLENCHON
13054;LE PEN
39312;LE PEN
72187;LE PEN
53145;FILLON
74164;LE PEN
1234;LE PEN
3162;FILLON
39313;FILLON
51351;LE PEN
71278;FILLON
79166;MACRON
86147;MACRON
2465;LE PEN
21386;LE PEN
10224;LE PEN
58157;LE PEN
50292;MACRON
21387;LE PEN
45197;MACRON
37148;LE PEN
74165;FILLON
58159;MACRON
16209;MACRON
85136;LE PEN
33270;LE PEN
57446;FILLON
74166;FILLON
95370;LE PEN
42138;LE PEN
63210;LE PEN
3163;LE PEN
33271;LE PEN
2466;LE PEN
2467;LE PEN
2468;LE PEN
8277;LE PEN
67282;FILLON
80515;LE PEN
77277;LE PEN
62555;LE PEN
62556;LE PEN
42139;FILLON
31319;LE PEN
21388;LE PEN
1235;LE PEN
74168;MACRON
57447;FILLON
59383;LE PEN
2469;LE PEN
95371;LE PEN
78372;MACRON
71280;FILLON
71281;FILLON
18138;MACRON
21389;LE PEN
71282;LE PEN
47157;MACRON
15118;FILLON
89244;LE PEN
46184;MÉLENCHON
47158;LE PEN
67283;LE PEN
24254;MÉLENCHON
38221;LE PEN
81154;MACRON
70334;LE PEN
71283;LE PEN
86148;MÉLENCHON
52315;LE PEN
10225;LE PEN
74169;LE PEN
79167;LE PEN
92047;FILLON
39314;LE PEN
12139;FILLON
39315;LE PEN
62557;MACRON
59384;LE PEN
14403;LE PEN
41128;MACRON
51352;LE PEN
60385;LE PEN
91374;LE PEN
77278;LE PEN
94048;FILLON
91376;MACRON
10226;LE PEN
72189;FILLON
28237;FILLON
72190;FILLON
10227;LE PEN
77279;LE PEN
72188;LE PEN
42140;LE PEN
76410;LE PEN
54352;MACRON
36112;LE PEN
88288;DUPONT-AIGNAN
40173;MACRON
59385;LE PEN
35166;MACRON
80516;LE PEN
24255;MÉLENCHON
62558;LE PEN
31320;LE PEN
60386;LE PEN
11218;MACRON
65298;MACRON
76411;LE PEN
59387;LE PEN
59386;MACRON
8278;LE PEN
59388;LE PEN
62559;LE PEN
62560;LE PEN
80517;LE PEN
66103;MÉLENCHON
37149;MÉLENCHON
55321;FILLON
39317;LE PEN
7151;MACRON
30157;MÉLENCHON
42141;LE PEN
11219;MACRON
16210;LE PEN
23124;MACRON
65299;MÉLENCHON
82104;LE PEN
63211;LE PEN
44091;MÉLENCHON
24256;MÉLENCHON
45198;LE PEN
17221;LE PEN
85137;FILLON
57448;MACRON
24257;LE PEN
32237;MACRON
51353;FILLON
89245;LE PEN
21390;MACRON
21391;MACRON
26176;LE PEN
33272;LE PEN
65300;MÉLENCHON
63212;MACRON
26177;LE PEN
32238;LE PEN
34150;LE PEN
65301;LE PEN
13055;MÉLENCHON
60387;LE PEN
18139;MÉLENCHON
11220;LE PEN
34151;LE PEN
17222;MACRON
57449;MACRON
54353;LE PEN
32239;MACRON
51354;FILLON
1236;MACRON
55322;MÉLENCHON
31321;MÉLENCHON
81156;MACRON
8279;LE PEN
58158;LE PEN
27392;FILLON
71284;FILLON
80518;LE PEN
14404;LE PEN
27393;LE PEN
76412;LE PEN
86149;LE PEN
46185;MACRON
54354;LE PEN
57451;LE PEN
73153;LE PEN
16211;LE PEN
12140;MACRON
39318;LE PEN
30158;LE PEN
33273;MACRON
1237;LE PEN
35167;FILLON
53146;MACRON
2470;LE PEN
76413;LE PEN
2471;LE PEN
71285;LE PEN
88289;LE PEN
88290;LE PEN
14405;LE PEN
13056;LE PEN
33274;MACRON
54355;FILLON
60388;LE PEN
55323;LE PEN
76414;LE PEN
85138;MACRON
62561;FILLON
50294;MACRON
88291;LE PEN
31322;MACRON
36113;LE PEN
27394;LE PEN
33275;MACRON
31323;MACRON
63215;LE PEN
31324;LE PEN
12141;MÉLENCHON
21392;LE PEN
30160;MÉLENCHON
87092;MÉLENCHON
8280;FILLON
48092;FILLON
25369;LE PEN
55324;LE PEN
28239;LE PEN
71286;LE PEN
77280;LE PEN
56126;FILLON
81157;MÉLENCHON
58160;MACRON
23126;MACRON
13057;LE PEN
11222;MACRON
64366;MACRON
32240;MACRON
65303;MACRON
31325;MACRON
46186;MÉLENCHON
32241;MACRON
34152;MÉLENCHON
11223;LE PEN
68201;LE PEN
82105;LE PEN
64367;MACRON
87093;MÉLENCHON
41129;LE PEN
59389;LE PEN
59390;LE PEN
64368;LASSALLE
64369;FILLON
47160;MÉLENCHON
31326;MACRON
11224;LE PEN
17223;MÉLENCHON
81159;FILLON
81160;MÉLENCHON
48141;LE PEN
11225;LE PEN
81161;MACRON
30161;LE PEN
89246;LE PEN
9182;MÉLENCHON
18140;LE PEN
48094;FILLON
33276;FILLON
47161;LE PEN
44092;MÉLENCHON
19129;LE PEN
32242;MACRON
15119;FILLON
38222;MACRON
1238;LE PEN
51355;LE PEN
16212;FILLON
1239;LE PEN
30162;LE PEN
71287;LE PEN
21393;LE PEN
74170;MACRON
21394;LE PEN
21395;MACRON
86150;LE PEN
6082;LE PEN
74171;MACRON
47162;LE PEN
33277;LE PEN
76415;FILLON
91377;MACRON
59391;LE PEN
1240;LE PEN
66105;MÉLENCHON
17224;LE PEN
10228;LE PEN
25370;LE PEN
39319;LE PEN
14407;FILLON
52316;LE PEN
76416;LE PEN
51356;LE PEN
22143;MACRON
80519;LE PEN
51357;LE PEN
71289;LE PEN
62562;LE PEN
88292;LE PEN
54356;LE PEN
8281;LE PEN
67285;LE PEN
38223;FILLON
82106;MACRON
84071;LE PEN
8282;LE PEN
59392;LE PEN
65304;MACRON
91378;LE PEN
76417;LE PEN
64370;MACRON
60389;LE PEN
80520;LE PEN
55325;LE PEN
95379;FILLON
49244;MACRON
34154;LE PEN
55326;MACRON
86151;LE PEN
59393;LE PEN
78380;FILLON
79079;FILLON
65305;FILLON
32243;MACRON
64371;MÉLENCHON
60390;LE PEN
78381;FILLON
49192;MACRON
76418;LE PEN
32244;LE PEN
44093;FILLON
82107;MÉLENCHON
32245;LE PEN
76419;FILLON
10229;LE PEN
32246;MACRON
77281;LE PEN
50295;FILLON
50296;MACRON
86152;FILLON
76420;LE PEN
31327;LE PEN
64372;MACRON
78382;MACRON
77282;LE PEN
2472;LE PEN
34155;LE PEN
66106;LE PEN
31328;MACRON
24259;LE PEN
31329;MACRON
32247;LE PEN
81162;MÉLENCHON
78383;MACRON
80521;LE PEN
31330;MÉLENCHON
30163;MÉLENCHON
31331;MACRON
15120;MACRON
33278;MACRON
40174;LE PEN
15121;LE PEN
59394;LE PEN
56127;LE PEN
32248;FILLON
46187;LE PEN
40175;MACRON
15122;MACRON
51358;LE PEN
66107;LE PEN
19130;MACRON
13058;FILLON
70335;LE PEN
23127;MÉLENCHON
55327;LE PEN
31332;MÉLENCHON
7152;LE PEN
61255;FILLON
44094;MACRON
31333;LE PEN
32249;MACRON
65306;MÉLENCHON
47163;LE PEN
40176;MACRON
9183;MÉLENCHON
9184;MACRON
36114;MACRON
21396;FILLON
58161;LE PEN
31334;MACRON
24260;MACRON
24261;MÉLENCHON
79170;MACRON
79171;LE PEN
63216;MÉLENCHON
41130;LE PEN
21397;FILLON
35169;MÉLENCHON
54357;LE PEN
88293;LE PEN
55328;LE PEN
74172;MACRON
21398;LE PEN
46188;MÉLENCHON
57453;LE PEN
24262;MÉLENCHON
77283;LE PEN
53147;MACRON
72191;LE PEN
40177;MACRON
39320;MÉLENCHON
2473;LE PEN
46337;MACRON
12142;MACRON
31335;MACRON
7153;MACRON
63218;LE PEN
38224;LE PEN
11226;MACRON
46189;MACRON
11227;MÉLENCHON
60391;LE PEN
14408;MACRON
81163;FILLON
84072;LE PEN
41131;LE PEN
7154;LE PEN
83076;LE PEN
63219;MÉLENCHON
23128;MACRON
88294;LE PEN
49194;MACRON
43131;MÉLENCHON
17226;LE PEN
9185;LE PEN
33279;FILLON
65307;MACRON
64373;MACRON
31336;MÉLENCHON
3166;MACRON
8283;LE PEN
16213;MACRON
17227;FILLON
40178;MACRON
64374;MACRON
65308;MACRON
86153;LE PEN
11228;MACRON
25371;FILLON
54358;LE PEN
43130;MACRON
86154;FILLON
43132;LE PEN
24263;FILLON
16214;MACRON
37150;LE PEN
79172;MACRON
49195;MACRON
47164;FILLON
79173;MACRON
71290;FILLON
62563;LE PEN
62564;LE PEN
59395;LE PEN
33280;LE PEN
3167;FILLON
88295;LE PEN
63220;LE PEN
65309;LE PEN
11229;MÉLENCHON
4115;LE PEN
15123;FILLON
23130;MÉLENCHON
28240;LE PEN
3168;FILLON
80523;LE PEN
50298;MACRON
77284;MÉLENCHON
69130;FILLON
82108;LE PEN
35170;LE PEN
46190;MÉLENCHON
57454;MACRON
59396;LE PEN
55329;LE PEN
51359;LE PEN
78384;FILLON
61256;MACRON
63221;MACRON
25372;LE PEN
16215;LE PEN
17228;LE PEN
88296;FILLON
35171;MACRON
53148;FILLON
40179;MACRON
57455;LE PEN
74173;FILLON
74174;LE PEN
22145;LE PEN
80524;LE PEN
64375;MACRON
41132;LE PEN
54359;LE PEN
61257;LE PEN
18141;LE PEN
77286;LE PEN
80525;LE PEN
87094;MÉLENCHON
32250;FILLON
40180;LE PEN
47165;LE PEN
19131;FILLON
63222;MÉLENCHON
35172;MACRON
18142;LE PEN
3169;MÉLENCHON
77287;LE PEN
74175;LE PEN
3170;MÉLENCHON
64376;MACRON
1241;MACRON
21399;LE PEN
57456;MACRON
67286;LE PEN
30164;LE PEN
30165;LE PEN
12143;MACRON
76421;LE PEN
52318;MACRON
71291;LE PEN
70336;LE PEN
35173;MACRON
29146;MACRON
60392;LE PEN
27395;FILLON
55330;LE PEN
55331;LE PEN
70337;FILLON
70338;LE PEN
70339;LE PEN
89247;LE PEN
12144;MÉLENCHON
29147;MACRON
79174;MACRON
35174;LE PEN
71292;FILLON
79175;LE PEN
72193;FILLON
45199;LE PEN
31337;MÉLENCHON
76422;LE PEN
22146;MÉLENCHON
60393;LE PEN
21401;FILLON
56128;MACRON
67287;LE PEN
77288;MÉLENCHON
4118;MÉLENCHON
77289;LE PEN
70340;LE PEN
88297;LE PEN
67288;LE PEN
89248;LE PEN
88298;LE PEN
41134;FILLON
63223;MÉLENCHON
55332;LE PEN
62565;LE PEN
67289;LE PEN
48095;MACRON
64377;MACRON
64378;MÉLENCHON
64379;LASSALLE
56129;LE PEN
84073;FILLON
76423;LE PEN
78385;LE PEN
21402;FILLON
80527;FILLON
24264;LE PEN
27396;LE PEN
21403;LE PEN
58162;MÉLENCHON
45200;FILLON
15124;MÉLENCHON
18143;LE PEN
18144;FILLON
18145;FILLON
36115;LE PEN
18146;LE PEN
36116;FILLON
18147;LE PEN
71293;LE PEN
21404;MÉLENCHON
63224;LE PEN
39321;FILLON
39322;MÉLENCHON
60394;LE PEN
26178;MÉLENCHON
79176;MACRON
53150;FILLON
8286;FILLON
55333;FILLON
88300;LE PEN
88299;LE PEN
61263;FILLON
61264;FILLON
61265;FILLON
61267;LE PEN
61268;FILLON
61269;LE PEN
55334;LE PEN
54360;LE PEN
8287;FILLON
27397;LE PEN
88301;LE PEN
55335;LE PEN
61273;FILLON
91386;MACRON
2474;LE PEN
41135;LE PEN
27398;MACRON
2475;LE PEN
62566;LE PEN
2476;LE PEN
52319;LE PEN
19132;MÉLENCHON
85141;FILLON
90067;LE PEN
76424;LE PEN
39323;MÉLENCHON
58163;LE PEN
95387;FILLON
70341;LE PEN
38226;MÉLENCHON
24266;LE PEN
57457;LE PEN
76425;LE PEN
74177;FILLON
74178;LE PEN
74176;FILLON
15125;FILLON
6083;LE PEN
62567;LE PEN
95388;MACRON
31338;MÉLENCHON
36118;LE PEN
4161;LE PEN
83077;LE PEN
41136;LE PEN
64380;MÉLENCHON
53151;FILLON
9186;MÉLENCHON
62568;LE PEN
9187;MACRON
21405;LE PEN
27399;FILLON
25374;LE PEN
70342;LE PEN
2477;LE PEN
59397;LE PEN
62569;LE PEN
19133;FILLON
43133;FILLON
7155;MÉLENCHON
46191;MACRON
71294;FILLON
26179;MACRON
73154;MACRON
9188;MÉLENCHON
3171;MÉLENCHON
89249;LE PEN
54362;LE PEN
54363;LE PEN
22147;MACRON
78389;FILLON
89250;LE PEN
18148;LE PEN
80528;MÉLENCHON
28242;FILLON
80529;LE PEN
32251;LE PEN
9189;MÉLENCHON
31339;MÉLENCHON
5076;FILLON
54364;MACRON
91390;LE PEN
27400;FILLON
25375;FILLON
25376;LE PEN
51362;FILLON
10230;LE PEN
11230;LE PEN
62570;LE PEN
78391;LE PEN
80531;LE PEN
80530;LE PEN
95392;MACRON
34156;MÉLENCHON
16216;MACRON
17229;MACRON
33281;MACRON
33282;LE PEN
1242;MÉLENCHON
59398;FILLON
36119;FILLON
9190;MÉLENCHON
65310;MÉLENCHON
22148;FILLON
23131;FILLON
84074;LE PEN
26180;LE PEN
45201;LE PEN
64381;FILLON
67290;LE PEN
38228;LE PEN
51363;LE PEN
22149;MÉLENCHON
42142;LE PEN
82109;LE PEN
55336;LE PEN
56130;MACRON
2478;LE PEN
62571;MACRON
19134;MÉLENCHON
35175;LE PEN
91393;LE PEN
39324;DUPONT-AIGNAN
28243;MACRON
90068;LE PEN
16217;LE PEN
52320;LE PEN
10232;LE PEN
61276;MACRON
59399;LE PEN
89251;LE PEN
89252;LE PEN
89253;FILLON
57459;FILLON
80533;LE PEN
36120;LE PEN
70343;LE PEN
57460;LE PEN
52321;LE PEN
68202;LE PEN
67291;LE PEN
60395;MÉLENCHON
71295;LE PEN
85143;LE PEN
31340;FILLON
31341;LE PEN
59400;LE PEN
14409;FILLON
54365;LE PEN
68203;LE PEN
73155;MACRON
14410;LE PEN
18149;LE PEN
60396;LE PEN
51364;FILLON
18150;LE PEN
77290;LE PEN
95394;MACRON
10233;LE PEN
25377;LE PEN
44096;MACRON
76426;LE PEN
2480;LE PEN
17230;FILLON
24267;FILLON
10234;LE PEN
74179;LE PEN
56131;LE PEN
41137;MACRON
14411;LE PEN
41138;MACRON
53152;FILLON
28245;MACRON
28246;LE PEN
25378;LE PEN
25379;MÉLENCHON
8288;LE PEN
21406;MACRON
16218;LE PEN
85144;FILLON
39325;MÉLENCHON
76427;LE PEN
80536;LE PEN
80537;FILLON
80538;LE PEN
27049;LE PEN
76430;LE PEN
10235;LE PEN
10236;FILLON
80540;LE PEN
76432;LE PEN
76433;LE PEN
76434;LE PEN
27404;LE PEN
80541;LE PEN
2481;FILLON
10237;FILLON
80542;LE PEN
10238;LE PEN
10239;LE PEN
27405;FILLON
27198;LE PEN
27406;LE PEN
27407;LE PEN
39326;FILLON
29148;MACRON
64382;MACRON
3172;LE PEN
91399;LE PEN
44097;FILLON
17231;LE PEN
21407;LE PEN
40181;MACRON
45202;LE PEN
79177;LE PEN
61278;LE PEN
54366;LE PEN
63225;LE PEN
86156;LE PEN
74180;FILLON
71296;LE PEN
39327;MÉLENCHON
21408;FILLON
69131;FILLON
1243;FILLON
8289;LE PEN
10240;LE PEN
77292;LE PEN
33283;MÉLENCHON
19135;MACRON
58164;LE PEN
71297;LE PEN
25380;FILLON
57461;LE PEN
59401;LE PEN
84075;LE PEN
80543;MACRON
57462;LE PEN
37152;FILLON
57463;MACRON
62572;LE PEN
68204;LE PEN
57464;LE PEN
57465;LE PEN
57466;LE PEN
58165;MACRON
10241;LE PEN
56132;MACRON
92048;MACRON
21409;LE PEN
78401;MACRON
76437;LE PEN
21410;FILLON
36121;LE PEN
36122;LE PEN
45203;MACRON
72194;LE PEN
62573;LE PEN
70344;LE PEN
52322;LE PEN
2482;MACRON
17232;LE PEN
21411;LE PEN
21412;FILLON
10242;FILLON
41139;LE PEN
39328;LE PEN
14430;FILLON
17233;MACRON
87095;MACRON
28249;LE PEN
26181;MÉLENCHON
1244;MACRON
54367;MACRON
57467;MACRON
68205;LE PEN
38229;MACRON
19136;MACRON
30166;LE PEN
24268;MÉLENCHON
30167;LE PEN
13059;LE PEN
7156;MÉLENCHON
13060;LE PEN
38230;MACRON
38231;LE PEN
73156;LE PEN
19137;MÉLENCHON
46192;MACRON
48096;MÉLENCHON
69132;LE PEN
19138;MACRON
7157;LE PEN
38232;LE PEN
69282;MACRON
53153;MACRON
34157;LE PEN
63226;MACRON
4121;LE PEN
81164;MÉLENCHON
72195;LE PEN
43134;LE PEN
1246;LE PEN
80544;LE PEN
11231;MACRON
14431;LE PEN
28250;MACRON
36123;LE PEN
28251;LE PEN
45205;LE PEN
80545;LE PEN
