codegeo;libgeo;nb_ecoles_publique;nb_ecoles_prive;nb_ecoles_totale;Part de la population éloignée de plus de 20 minutes d'au moins un des services de santé de proximité 2021;somme_tauxpourmille;Gagnant
50152;Les Cresnays;0.0;0.0;0.0;0;0.0;FILLON
50155;Crollon;0.0;0.0;0.0;0;0.0;LE PEN
50156;Crosville-sur-Douve;0.0;0.0;0.0;0;0.0;LE PEN
50158;Cuves;0.0;0.0;0.0;0;0.0;FILLON
50159;Dangy;1.0;0.0;1.0;0;0.0;LE PEN
50161;Le Dézert;1.0;0.0;1.0;3,1;0.0;LE PEN
50162;Digosville;1.0;0.0;1.0;0;0.0;MACRON
50164;Domjean;1.0;0.0;1.0;0;0.0;LE PEN
50165;Donville-les-Bains;1.0;0.0;1.0;0;30.80962762266672;MACRON
50166;Doville;0.0;0.0;0.0;0;0.0;LE PEN
50167;Dragey-Ronthon;1.0;0.0;1.0;0;0.0;FILLON
50168;Ducey-Les Chéris;1.0;1.0;2.0;0;11.508025556454106;MACRON
50169;Écausseville;0.0;0.0;0.0;0;0.0;LE PEN
50172;Émondeville;0.0;0.0;0.0;0;0.0;LE PEN
50174;Équilly;0.0;0.0;0.0;0;0.0;LE PEN
50175;Éroudeville;0.0;0.0;0.0;0;0.0;MACRON
50176;L'Étang-Bertrand;1.0;0.0;1.0;0;0.0;MACRON
50177;Étienville;0.0;0.0;0.0;0;0.0;LE PEN
50178;Fermanville;1.0;0.0;1.0;0;0.0;MACRON
50181;Feugères;1.0;0.0;1.0;0;0.0;FILLON
50182;La Feuillie;0.0;0.0;0.0;0;0.0;LE PEN
50183;Fierville-les-Mines;0.0;0.0;0.0;0;0.0;LE PEN
50184;Flamanville;1.0;0.0;1.0;0;29.688309139947386;LE PEN
50185;Fleury;1.0;0.0;1.0;0;0.0;MACRON
50186;Flottemanville;0.0;0.0;0.0;0;0.0;LE PEN
50188;Folligny;1.0;0.0;1.0;0;0.0;LE PEN
50190;Fontenay-sur-Mer;0.0;0.0;0.0;0;0.0;FILLON
50192;Fourneaux;0.0;0.0;0.0;0;0.0;LE PEN
50193;Le Fresne-Poret;0.0;0.0;0.0;0;0.0;FILLON
50194;Fresville;0.0;0.0;0.0;0;0.0;MACRON
50195;Gathemo;0.0;0.0;0.0;0;0.0;LE PEN
50196;Gatteville-le-Phare;0.0;0.0;0.0;0;0.0;FILLON
50197;Gavray-sur-Sienne;1.0;0.0;1.0;0;12.626262626262626;FILLON
50198;Geffosses;1.0;0.0;1.0;0;0.0;FILLON
50199;Genêts;0.0;0.0;0.0;0;0.0;FILLON
50200;Ger;1.0;0.0;1.0;0;0.0;FILLON
50205;La Godefroy;0.0;0.0;0.0;0;0.0;MÉLENCHON
50207;Golleville;0.0;0.0;0.0;0;0.0;FILLON
50208;Gonfreville;0.0;0.0;0.0;0;0.0;LE PEN
50209;Gonneville-Le Theil;1.0;0.0;1.0;0;0.0;MACRON
50210;Gorges;1.0;0.0;1.0;0;0.0;LE PEN
50214;Gouvets;0.0;0.0;0.0;0;0.0;LE PEN
50215;Gouville-sur-Mer;1.0;0.0;1.0;0;14.273481541603664;MACRON
50216;Graignes-Mesnil-Angot;1.0;0.0;1.0;11;0.0;LE PEN
50217;Le Grand-Celland;1.0;0.0;1.0;0;0.0;LE PEN
50218;Granville;3.0;3.0;6.0;0;102.07788495995464;MACRON
50219;Gratot;1.0;0.0;1.0;0;0.0;MACRON
50221;Grimesnil;0.0;0.0;0.0;0;0.0;LE PEN
50222;Grosville;1.0;0.0;1.0;0;0.0;LE PEN
50225;Le Guislain;0.0;0.0;0.0;0;0.0;FILLON
50227;Le Ham;0.0;0.0;0.0;0;0.0;LE PEN
50228;Hambye;1.0;0.0;1.0;0;8.961349866502363;FILLON
50229;Hamelin;0.0;0.0;0.0;0;0.0;FILLON
50230;Hardinvast;1.0;0.0;1.0;0;0.0;MACRON
50231;Hauteville-sur-Mer;1.0;0.0;1.0;0;0.0;FILLON
50232;Hauteville-la-Guichard;1.0;0.0;1.0;0;0.0;LE PEN
50233;Hautteville-Bocage;0.0;0.0;0.0;0;0.0;MACRON
50234;La Haye-Bellefond;0.0;0.0;0.0;0;0.0;FILLON
50235;La Haye-d'Ectot;0.0;0.0;0.0;0;0.0;MACRON
50236;La Haye;2.0;1.0;3.0;0;24.13568754545612;FILLON
50237;La Haye-Pesnel;1.0;1.0;2.0;0;9.805962450762015;FILLON
50238;Héauville;1.0;0.0;1.0;0;0.0;LE PEN
50239;Thèreval;2.0;0.0;2.0;0;0.0;MACRON
50240;Helleville;1.0;0.0;1.0;0;0.0;MACRON
50241;Hémevez;0.0;0.0;0.0;0;0.0;LE PEN
50243;Heugueville-sur-Sienne;0.0;0.0;0.0;0;0.0;FILLON
50246;Hiesville;0.0;0.0;0.0;0;0.0;MACRON
50247;Hocquigny;0.0;0.0;0.0;0;0.0;LE PEN
50251;Huberville;0.0;0.0;0.0;0;0.0;LE PEN
50252;Hudimesnil;1.0;0.0;1.0;0;0.0;LE PEN
50253;Huisnes-sur-Mer;0.0;0.0;0.0;0;0.0;LE PEN
50256;Isigny-le-Buat;1.0;0.0;1.0;0;11.382160240946655;FILLON
50258;Joganville;0.0;0.0;0.0;0;0.0;MACRON
50259;Juilley;1.0;0.0;1.0;0;0.0;LE PEN
50260;Juvigny les Vallées;1.0;0.0;1.0;0;0.0;FILLON
50261;Lamberville;0.0;0.0;0.0;0;0.0;FILLON
50262;La Lande-d'Airou;1.0;0.0;1.0;5,6;0.0;LE PEN
50263;Lapenty;0.0;0.0;0.0;0;0.0;FILLON
50265;Laulne;0.0;0.0;0.0;0;0.0;FILLON
50266;Lengronne;1.0;0.0;1.0;0;0.0;LE PEN
50267;Lessay;1.0;0.0;1.0;0;36.53558707543569;LE PEN
50268;Lestre;0.0;0.0;0.0;0;0.0;LE PEN
50269;Liesville-sur-Douve;0.0;0.0;0.0;0;0.0;FILLON
50270;Lieusaint;0.0;0.0;0.0;0;0.0;MACRON
50271;Lingeard;0.0;0.0;0.0;0;0.0;FILLON
50272;Tourneville-sur-Mer;1.0;0.0;1.0;0;12.010578653500067;MACRON
50273;Montsenelle;1.0;0.0;1.0;0;0.0;LE PEN
50274;Les Loges-Marchis;0.0;1.0;1.0;0;0.0;FILLON
50275;Les Loges-sur-Brécey;0.0;0.0;0.0;0;0.0;LE PEN
50276;Lolif;0.0;0.0;0.0;0;0.0;FILLON
50277;Longueville;1.0;0.0;1.0;0;0.0;MACRON
50278;Le Loreur;0.0;0.0;0.0;0;0.0;LE PEN
50279;Le Lorey;0.0;0.0;0.0;0;0.0;MACRON
50281;La Lucerne-d'Outremer;0.0;0.0;0.0;0;0.0;LE PEN
50282;Le Luot;0.0;0.0;0.0;0;0.0;LE PEN
50283;La Luzerne;0.0;0.0;0.0;0;0.0;MACRON
50285;Magneville;1.0;0.0;1.0;0;0.0;LE PEN
50288;Marcey-les-Grèves;1.0;0.0;1.0;0;0.0;MACRON
50289;Marchésieux;1.0;0.0;1.0;0,6;0.0;LE PEN
50290;Marcilly;0.0;0.0;0.0;0;0.0;LE PEN
50291;Margueray;0.0;0.0;0.0;0;0.0;FILLON
50292;Marigny-Le-Lozon;1.0;1.0;2.0;0;8.889125689241288;MACRON
50294;Martinvast;1.0;0.0;1.0;0;0.0;MACRON
50295;Maupertuis;0.0;0.0;0.0;0;0.0;FILLON
50296;Maupertus-sur-Mer;0.0;0.0;0.0;0;0.0;MACRON
50297;La Meauffe;1.0;0.0;1.0;0;0.0;MACRON
50298;Méautis;0.0;0.0;0.0;0;0.0;MACRON
50299;Le Mesnil;0.0;0.0;0.0;0;0.0;FILLON
50300;Le Mesnil-Adelée;0.0;0.0;0.0;0;0.0;LE PEN
50302;Le Mesnil-Amey;0.0;0.0;0.0;0;0.0;FILLON
50304;Le Mesnil-Aubert;0.0;0.0;0.0;0;0.0;LE PEN
50305;Le Mesnil-au-Val;1.0;0.0;1.0;0;0.0;MACRON
50310;Le Mesnil-Eury;0.0;0.0;0.0;0;0.0;LE PEN
50311;Le Mesnil-Garnier;0.0;0.0;0.0;0;0.0;FILLON
50312;Le Mesnil-Gilbert;0.0;0.0;0.0;0;0.0;FILLON
50315;Le Mesnillard;0.0;0.0;0.0;0;0.0;FILLON
50317;Le Mesnil-Ozenne;0.0;0.0;0.0;0;0.0;MACRON
50321;Le Mesnil-Rouxelin;0.0;0.0;0.0;0;0.0;MACRON
50324;Le Mesnil-Véneron;0.0;0.0;0.0;13,6;0.0;LE PEN
50326;Le Mesnil-Villeman;0.0;0.0;0.0;0;0.0;FILLON
50327;La Meurdraquière;0.0;0.0;0.0;0;0.0;FILLON
50328;Millières;0.0;0.0;0.0;0;0.0;LE PEN
50332;Les Moitiers-d'Allonne;1.0;0.0;1.0;0;0.0;FILLON
50334;Montabot;0.0;0.0;0.0;0;0.0;FILLON
50335;Montaigu-la-Brisette;1.0;0.0;1.0;0;0.0;MACRON
50336;Montaigu-les-Bois;0.0;0.0;0.0;0;0.0;LE PEN
50338;Montbray;0.0;0.0;0.0;0;0.0;FILLON
50340;Montcuit;0.0;0.0;0.0;0;0.0;MACRON
50341;Montebourg;1.0;1.0;2.0;0;15.003267985319203;LE PEN
50342;Montfarville;1.0;0.0;1.0;0;0.0;FILLON
50345;Monthuchon;1.0;0.0;1.0;0;0.0;MACRON
50347;Montjoie-Saint-Martin;0.0;0.0;0.0;0;0.0;LE PEN
50349;Montmartin-sur-Mer;1.0;0.0;1.0;0;23.666893129620014;MACRON
50350;Montpinchon;0.0;0.0;0.0;0,2;0.0;LE PEN
50351;Montrabot;0.0;0.0;0.0;0;0.0;LE PEN
50352;Montreuil-sur-Lozon;0.0;0.0;0.0;0;0.0;LE PEN
50353;Le Mont-Saint-Michel;0.0;0.0;0.0;0;1200.0;FILLON
50356;Moon-sur-Elle;1.0;0.0;1.0;0;0.0;LE PEN
50357;Morigny;0.0;0.0;0.0;0;0.0;FILLON
50359;Mortain-Bocage;2.0;1.0;3.0;0;13.954427831755552;FILLON
50360;Morville;1.0;0.0;1.0;0;0.0;LE PEN
50361;La Mouche;0.0;0.0;0.0;0;0.0;LE PEN
50362;Moulines;0.0;0.0;0.0;0;0.0;FILLON
50363;Moyon Villages;1.0;0.0;1.0;0;0.0;MACRON
50364;Muneville-le-Bingard;1.0;0.0;1.0;0;0.0;LE PEN
50365;Muneville-sur-Mer;0.0;0.0;0.0;0;0.0;LE PEN
50368;Nay;0.0;0.0;0.0;0;0.0;LE PEN
50369;Négreville;1.0;0.0;1.0;0;0.0;MACRON
50370;Néhou;1.0;0.0;1.0;0;0.0;LE PEN
50371;Le Neufbourg;0.0;0.0;0.0;0;0.0;MACRON
50372;Neufmesnil;0.0;0.0;0.0;0;0.0;LE PEN
50373;Neuville-au-Plain;0.0;0.0;0.0;0;0.0;FILLON
50374;Neuville-en-Beaumont;0.0;0.0;0.0;0;0.0;LE PEN
50376;Nicorps;0.0;0.0;0.0;0;0.0;MACRON
50378;Notre-Dame-de-Cenilly;1.0;0.0;1.0;1;0.0;LE PEN
50379;Notre-Dame-de-Livoye;0.0;0.0;0.0;0;0.0;LE PEN
50382;Nouainville;0.0;0.0;0.0;0;0.0;MACRON
50384;Octeville-l'Avenel;0.0;0.0;0.0;0;0.0;LE PEN
50387;Orglandes;1.0;0.0;1.0;0;0.0;LE PEN
50388;Orval sur Sienne;1.0;0.0;1.0;0;0.0;MACRON
50389;Ouville;1.0;0.0;1.0;0;0.0;LE PEN
50390;Ozeville;0.0;0.0;0.0;0;0.0;FILLON
50391;Grandparigny;1.0;0.0;1.0;0;7.128399746995572;FILLON
50393;Percy-en-Normandie;1.0;1.0;2.0;0;2.3112480739599386;FILLON
50394;Périers;1.0;1.0;2.0;0;16.72430261662565;FILLON
50395;La Pernelle;0.0;0.0;0.0;0;0.0;FILLON
50397;Perriers-en-Beauficel;0.0;0.0;0.0;0;0.0;LE PEN
50398;Le Perron;0.0;0.0;0.0;0;0.0;LE PEN
50399;Le Petit-Celland;0.0;0.0;0.0;0;0.0;LE PEN
50400;Picauville;1.0;1.0;2.0;0;14.046990970829846;LE PEN
50401;Pierreville;1.0;0.0;1.0;0;0.0;LE PEN
50402;Les Pieux;1.0;0.0;1.0;0;20.726158728338063;MACRON
50403;Pirou;1.0;0.0;1.0;0;24.201432246575173;LE PEN
50405;Le Plessis-Lastelle;0.0;0.0;0.0;0;0.0;FILLON
50407;Poilley;0.0;0.0;0.0;0;5.63063063063063;MACRON
50408;Pontaubault;0.0;0.0;0.0;0;0.0;LE PEN
50409;Pont-Hébert;1.0;0.0;1.0;0;2.9382957884427032;MACRON
50410;Pontorson;1.0;1.0;2.0;0;42.06061950642326;FILLON
50411;Ponts;0.0;0.0;0.0;0;0.0;MACRON
50412;Port-Bail-sur-Mer;2.0;0.0;2.0;0;29.0111617988038;FILLON
50413;Précey;1.0;0.0;1.0;0;0.0;LE PEN
50417;Quettehou;1.0;0.0;1.0;0;13.511746749961633;FILLON
50419;Quettreville-sur-Sienne;2.0;0.0;2.0;0;1.5649452269170578;LE PEN
50420;Quibou;0.0;0.0;0.0;0;0.0;MACRON
50421;Quinéville;1.0;0.0;1.0;0;0.0;FILLON
50422;Raids;0.0;0.0;0.0;0;0.0;LE PEN
50423;Rampan;0.0;0.0;0.0;0;0.0;FILLON
50425;Rauville-la-Bigot;1.0;0.0;1.0;0;0.0;MACRON
50426;Rauville-la-Place;0.0;0.0;0.0;0;0.0;LE PEN
50428;Reffuveille;0.0;0.0;0.0;0;0.0;FILLON
50429;Regnéville-sur-Mer;0.0;0.0;0.0;0;0.0;MACRON
50430;Reigneville-Bocage;0.0;0.0;0.0;0;0.0;MACRON
50431;Remilly Les Marais;1.0;0.0;1.0;0;0.0;LE PEN
50433;Réville;1.0;0.0;1.0;0;0.0;FILLON
50435;Rocheville;1.0;0.0;1.0;0;0.0;MACRON
50436;Romagny Fontenay;1.0;0.0;1.0;0;0.0;FILLON
50437;Roncey;1.0;0.0;1.0;0;0.0;LE PEN
50442;Le Rozel;0.0;0.0;0.0;0;0.0;MACRON
50443;Sacey;1.0;0.0;1.0;0;0.0;LE PEN
50444;Saint-Amand-Villages;1.0;0.0;1.0;0;5.475166210402816;LE PEN
50445;Saint-André-de-Bohon;0.0;0.0;0.0;0;23.73887240356084;LE PEN
50446;Saint-André-de-l'Épine;1.0;0.0;1.0;0;0.0;FILLON
50447;Saint-Aubin-des-Préaux;1.0;0.0;1.0;0;0.0;MACRON
50448;Saint-Aubin-de-Terregatte;1.0;0.0;1.0;0;0.0;LE PEN
50450;Saint-Barthélemy;0.0;0.0;0.0;0;0.0;FILLON
50451;Saint-Brice;0.0;0.0;0.0;0;0.0;MÉLENCHON
50452;Saint-Brice-de-Landelles;0.0;0.0;0.0;0;0.0;LE PEN
50453;Sainte-Cécile;1.0;0.0;1.0;0;0.0;FILLON
50454;Saint-Christophe-du-Foc;0.0;0.0;0.0;0;0.0;LE PEN
50455;Saint-Clair-sur-l'Elle;1.0;0.0;1.0;0;0.0;MACRON
50456;Saint-Clément-Rancoudray;0.0;0.0;0.0;0;0.0;FILLON
50457;Sainte-Colombe;0.0;0.0;0.0;0;0.0;LE PEN
50461;Saint-Cyr;0.0;0.0;0.0;0;0.0;LE PEN
50462;Saint-Cyr-du-Bailleul;0.0;0.0;0.0;0;0.0;FILLON
50463;Saint-Denis-le-Gast;1.0;0.0;1.0;0;0.0;FILLON
50464;Saint-Denis-le-Vêtu;1.0;0.0;1.0;0;0.0;LE PEN
50467;Saint-Floxel;0.0;0.0;0.0;0;0.0;MACRON
50468;Saint-Fromond;0.0;0.0;0.0;0;0.0;LE PEN
50469;Sainte-Geneviève;0.0;0.0;0.0;0;0.0;FILLON
50471;Saint-Georges-de-la-Rivière;0.0;0.0;0.0;0;0.0;MACRON
50472;Saint-Georges-de-Livoye;0.0;0.0;0.0;0;0.0;MACRON
50473;Saint-Georges-d'Elle;1.0;0.0;1.0;0;0.0;LE PEN
50474;Saint-Georges-de-Rouelley;1.0;0.0;1.0;0;0.0;FILLON
50475;Saint-Georges-Montcocq;1.0;0.0;1.0;0;0.0;MACRON
50476;Saint-Germain-d'Elle;0.0;0.0;0.0;0;0.0;LE PEN
50478;Saint-Germain-de-Tournebut;0.0;0.0;0.0;0;0.0;LE PEN
50479;Saint-Germain-de-Varreville;0.0;0.0;0.0;11,2;0.0;LE PEN
50480;Saint-Germain-le-Gaillard;1.0;0.0;1.0;0;0.0;MACRON
50481;Saint-Germain-sur-Ay;1.0;0.0;1.0;0;7.6923076923076925;FILLON
50482;Saint-Germain-sur-Sèves;0.0;0.0;0.0;0;0.0;LE PEN
50483;Saint-Gilles;1.0;0.0;1.0;0;0.0;MACRON
50484;Saint-Hilaire-du-Harcouët;3.0;2.0;5.0;0;59.83868268061119;FILLON
50486;Saint-Jacques-de-Néhou;0.0;0.0;0.0;0;0.0;LE PEN
50487;Saint-James;3.0;1.0;4.0;0;26.05116045534976;LE PEN
50488;Saint-Jean-de-Daye;1.0;0.0;1.0;0;0.0;LE PEN
50489;Saint-Jean-de-la-Haize;0.0;0.0;0.0;0;0.0;MACRON
50490;Saint-Jean-de-la-Rivière;0.0;0.0;0.0;0;14.40922190201729;MACRON
50491;Saint-Jean-de-Savigny;0.0;0.0;0.0;0;0.0;LE PEN
50492;Saint-Jean-d'Elle;1.0;0.0;1.0;0;0.0;LE PEN
50493;Saint-Jean-des-Champs;1.0;0.0;1.0;0;0.0;LE PEN
50495;Saint-Jean-du-Corail-des-Bois;0.0;0.0;0.0;0;0.0;FILLON
50496;Saint-Jean-le-Thomas;1.0;0.0;1.0;0;0.0;FILLON
50498;Saint-Joseph;1.0;0.0;1.0;0;7.566204287515763;MACRON
50499;Saint-Laurent-de-Cuves;0.0;0.0;0.0;0;74.53416149068323;LE PEN
50500;Saint-Laurent-de-Terregatte;1.0;0.0;1.0;0;0.0;LE PEN
50502;Saint-Lô;5.0;2.0;7.0;0;89.34767390575834;MACRON
50504;Saint-Louet-sur-Vire;0.0;0.0;0.0;0;0.0;MACRON
50505;Saint-Loup;0.0;0.0;0.0;0;0.0;MACRON
50506;Saint-Malo-de-la-Lande;1.0;0.0;1.0;0;0.0;LE PEN
50507;Saint-Marcouf;0.0;0.0;0.0;0;0.0;FILLON
50509;Sainte-Marie-du-Mont;1.0;0.0;1.0;13,9;0.0;FILLON
50510;Saint-Martin-d'Aubigny;1.0;0.0;1.0;0;0.0;LE PEN
50511;Saint-Martin-d'Audouville;0.0;0.0;0.0;0;0.0;MACRON
50512;Saint-Martin-de-Bonfossé;1.0;0.0;1.0;0;0.0;MACRON
50513;Saint-Martin-de-Cenilly;0.0;0.0;0.0;0;0.0;LE PEN
50514;Chaulieu;0.0;0.0;0.0;0;0.0;LE PEN
50517;Saint-Martin-de-Varreville;0.0;0.0;0.0;29;0.0;LE PEN
50518;Saint-Martin-le-Bouillant;0.0;0.0;0.0;0;0.0;LE PEN
50519;Saint-Martin-le-Gréard;0.0;0.0;0.0;0;0.0;MACRON
50521;Saint-Maur-des-Bois;0.0;0.0;0.0;0;0.0;LE PEN
50522;Saint-Maurice-en-Cotentin;1.0;0.0;1.0;0;0.0;LE PEN
50523;Sainte-Mère-Église;2.0;1.0;3.0;0;25.3977974370374;LE PEN
50525;Saint-Michel-de-Montjoie;0.0;0.0;0.0;0;0.0;LE PEN
50528;Saint-Nicolas-de-Pierrepont;0.0;0.0;0.0;0;0.0;LE PEN
50529;Saint-Nicolas-des-Bois;0.0;0.0;0.0;0;0.0;LE PEN
50531;Saint-Ovin;1.0;0.0;1.0;0;0.0;LE PEN
50532;Saint-Pair-sur-Mer;1.0;0.0;1.0;0;24.00412500463265;MACRON
50533;Saint-Patrice-de-Claids;0.0;0.0;0.0;0;0.0;FILLON
50535;Le Parc;1.0;0.0;1.0;1;0.0;FILLON
50536;Saint-Pierre-d'Arthéglise;0.0;0.0;0.0;0;0.0;LE PEN
50537;Saint-Pierre-de-Coutances;0.0;0.0;0.0;0;0.0;MACRON
50538;Saint-Pierre-de-Semilly;0.0;0.0;0.0;0;0.0;FILLON
50539;Saint-Pierre-Église;1.0;1.0;2.0;0;0.0;MACRON
50540;Saint-Pierre-Langers;1.0;0.0;1.0;0;0.0;FILLON
50541;Saint-Planchers;1.0;0.0;1.0;0;0.0;MACRON
50542;Saint-Pois;1.0;0.0;1.0;0;0.0;FILLON
50543;Saint-Quentin-sur-le-Homme;1.0;0.0;1.0;0;0.0;MACRON
50546;Bourgvallées;2.0;0.0;2.0;0;4.895223282771256;MACRON
50548;Saint-Sauveur-de-Pierrepont;0.0;0.0;0.0;0;0.0;LE PEN
50549;Saint-Sauveur-la-Pommeraye;0.0;0.0;0.0;0;0.0;FILLON
50550;Saint-Sauveur-Villages;1.0;0.0;1.0;0;6.499273268947285;MACRON
50551;Saint-Sauveur-le-Vicomte;1.0;1.0;2.0;0;6.161967132617061;LE PEN
50552;Saint-Sébastien-de-Raids;0.0;0.0;0.0;0;0.0;FILLON
50553;Saint-Senier-de-Beuvron;0.0;0.0;0.0;0;0.0;MACRON
50554;Saint-Senier-sous-Avranches;1.0;0.0;1.0;0;0.0;MACRON
50556;Sainte-Suzanne-sur-Vire;1.0;0.0;1.0;0;0.0;MACRON
50562;Saint-Vaast-la-Hougue;1.0;0.0;1.0;0;17.869589657110737;FILLON
50563;Saint-Vigor-des-Monts;0.0;0.0;0.0;11,1;0.0;LE PEN
50564;Terre-et-Marais;1.0;0.0;1.0;0;0.0;LE PEN
50565;Sartilly-Baie-Bocage;1.0;1.0;2.0;0;12.037037037037038;MACRON
50567;Saussemesnil;1.0;0.0;1.0;0;0.0;MACRON
50568;Saussey;1.0;0.0;1.0;0;0.0;MÉLENCHON
50569;Savigny;0.0;0.0;0.0;0;0.0;MACRON
50570;Savigny-le-Vieux;0.0;0.0;0.0;0,5;0.0;FILLON
50571;Sébeville;0.0;0.0;0.0;0;0.0;LE PEN
50572;Sénoville;0.0;0.0;0.0;0;0.0;LE PEN
50574;Servon;0.0;0.0;0.0;0;0.0;LE PEN
50575;Sideville;1.0;0.0;1.0;0;0.0;MACRON
50576;Siouville-Hague;1.0;0.0;1.0;0;5.591798695246971;MACRON
50577;Sortosville-en-Beaumont;0.0;0.0;0.0;0;0.0;FILLON
50578;Sortosville;0.0;0.0;0.0;0;0.0;LE PEN
50579;Sottevast;1.0;0.0;1.0;0;0.0;MACRON
50580;Sotteville;1.0;0.0;1.0;0;0.0;LE PEN
50582;Sourdeval;1.0;1.0;2.0;0;12.739825420443092;FILLON
50584;Subligny;0.0;0.0;0.0;0;0.0;FILLON
50585;Surtainville;1.0;0.0;1.0;0;7.550335570469799;LE PEN
50587;Taillepied;0.0;0.0;0.0;0;0.0;MACRON
50588;Tamerville;1.0;0.0;1.0;0;0.0;MACRON
50589;Tanis;0.0;0.0;0.0;0;0.0;LE PEN
50590;Le Tanu;0.0;0.0;0.0;0;0.0;LE PEN
50591;Le Teilleul;1.0;0.0;1.0;0;2.915451895043732;FILLON
50592;Tessy-Bocage;2.0;1.0;3.0;0;12.35871016315357;FILLON
50593;Teurthéville-Bocage;1.0;0.0;1.0;0;0.0;FILLON
50594;Teurthéville-Hague;1.0;0.0;1.0;0;0.0;MACRON
50596;Théville;0.0;0.0;0.0;0;0.0;LE PEN
50597;Tirepied-sur-Sée;1.0;0.0;1.0;0;0.0;FILLON
50598;Tocqueville;0.0;0.0;0.0;0;0.0;LE PEN
50599;Tollevast;1.0;0.0;1.0;0;0.0;MACRON
50601;Torigny-les-Villes;2.0;1.0;3.0;0,2;24.758834114466563;LE PEN
50603;Tourville-sur-Sienne;1.0;0.0;1.0;0;0.0;MACRON
50604;Tréauville;1.0;0.0;1.0;0;0.0;MACRON
50606;Tribehou;1.0;0.0;1.0;0,8;0.0;LE PEN
50607;La Trinité;0.0;0.0;0.0;0,9;0.0;LE PEN
50609;Turqueville;0.0;0.0;0.0;0;0.0;FILLON
50610;Urville;0.0;0.0;0.0;0;0.0;LE PEN
50612;Vains;1.0;1.0;2.0;0;0.0;MACRON
50613;Valcanville;0.0;0.0;0.0;0;0.0;LE PEN
50615;Valognes;2.0;1.0;3.0;0;41.08668089993229;MACRON
50616;Le Val-Saint-Père;1.0;0.0;1.0;0;10.592021772701557;MACRON
50617;Varenguebec;0.0;0.0;0.0;0;0.0;LE PEN
50618;Varouville;0.0;0.0;0.0;0;0.0;LE PEN
50619;Le Vast;0.0;0.0;0.0;0;0.0;FILLON
50621;Vaudreville;0.0;0.0;0.0;0;0.0;MACRON
50624;La Vendelée;0.0;0.0;0.0;0;0.0;MACRON
50626;Ver;0.0;0.0;0.0;0;0.0;MACRON
50628;Vernix;0.0;0.0;0.0;0;0.0;LE PEN
50629;Vesly;1.0;0.0;1.0;0;0.0;LE PEN
50633;Le Vicel;0.0;0.0;0.0;0;0.0;FILLON
50634;Videcosville;0.0;0.0;0.0;0;0.0;MACRON
50637;Villebaudon;0.0;0.0;0.0;0;0.0;FILLON
50639;Villedieu-les-Poêles-Rouffigny;1.0;1.0;2.0;0;46.97900539296617;FILLON
50641;Villiers-Fossard;0.0;0.0;0.0;0;0.0;MACRON
50643;Virandeville;1.0;0.0;1.0;0;0.0;MACRON
50647;Yquelon;1.0;0.0;1.0;0;22.386682910455708;MACRON
50648;Yvetot-Bocage;1.0;0.0;1.0;0;5.922165820642978;MACRON
51001;Ablancourt;0.0;0.0;0.0;0;0.0;LE PEN
51002;Saint-Martin-d'Ablois;1.0;0.0;1.0;0;4.172461752433936;LE PEN
51003;Aigny;0.0;0.0;0.0;0;0.0;LE PEN
51004;Allemanche-Launay-et-Soyer;0.0;0.0;0.0;0;0.0;FILLON
51005;Allemant;0.0;0.0;0.0;0;0.0;FILLON
51006;Alliancelles;0.0;0.0;0.0;0;0.0;LE PEN
51007;Ambonnay;1.0;0.0;1.0;0;0.0;FILLON
51008;Ambrières;0.0;0.0;0.0;0;0.0;LE PEN
51009;Anglure;1.0;0.0;1.0;0;14.778325123152708;LE PEN
51010;Angluzelles-et-Courcelles;0.0;0.0;0.0;0;0.0;LE PEN
51012;Anthenay;0.0;0.0;0.0;0;0.0;FILLON
51013;Aougny;0.0;0.0;0.0;0;0.0;FILLON
51014;Arcis-le-Ponsart;0.0;0.0;0.0;0;0.0;FILLON
51015;Argers;0.0;0.0;0.0;0;0.0;LE PEN
51016;Arrigny;0.0;0.0;0.0;0;0.0;LE PEN
51017;Arzillières-Neuville;0.0;0.0;0.0;0;0.0;LE PEN
51018;Athis;1.0;0.0;1.0;0;0.0;LE PEN
51019;Aubérive;0.0;0.0;0.0;0;0.0;LE PEN
51020;Aubilly;0.0;0.0;0.0;0;0.0;FILLON
51022;Aulnay-l'Aître;0.0;0.0;0.0;0;0.0;LE PEN
51023;Aulnay-sur-Marne;0.0;0.0;0.0;0;0.0;FILLON
51025;Auménancourt;1.0;0.0;1.0;0;0.0;LE PEN
51027;Auve;1.0;0.0;1.0;0;0.0;FILLON
51028;Avenay-Val-d'Or;1.0;0.0;1.0;0;0.0;LE PEN
51029;Avize;1.0;0.0;1.0;0;31.28331808315206;LE PEN
51030;Aÿ-Champagne;2.0;0.0;2.0;0;38.32667888836545;LE PEN
51031;Baconnes;0.0;0.0;0.0;0;0.0;LE PEN
51032;Bagneux;0.0;0.0;0.0;0;0.0;LE PEN
51033;Le Baizil;0.0;0.0;0.0;0;0.0;LE PEN
51034;Bannay;0.0;0.0;0.0;0;0.0;FILLON
51035;Bannes;0.0;0.0;0.0;0;0.0;LE PEN
51036;Barbonne-Fayel;0.0;0.0;0.0;0;16.0;LE PEN
51037;Baslieux-lès-Fismes;0.0;0.0;0.0;0;0.0;LE PEN
